district,school,schtype,adminyear,bookletnumber,sasid,grade,stugrade,lastname,firstname,mi,gender,race_off,dob,yrsinmass,yrsinmass_num,yrsinsch,yrsindis,ever_ell,highneeds,freelunch_off,title1_off,lep_off,lepflep_off,flep_off,sped_off,plan504_off,firstlanguage,natureofdis,levelofneed,spedplacement,nclb_choice,octenr,conenr_sch,conenr_dis,conenr_sta,access_part,ealt,ecomplexity,eteststat,wptopdev,wpcompconv,eitem1,eitem2,eitem3,eitem4,eitem5,eitem6,eitem7,eitem8,eitem9,eitem10,eitem11,eitem12,eitem13,eitem14,eitem15,eitem16,eitem17,eitem18,eitem19,eitem20,eitem21,eitem22,eitem23,eitem24,eitem25,eitem26,eitem27,eitem28,eitem29,eitem30,eitem31,eitem32,eitem33,eitem34,eitem35,eitem36,eitem37,eitem38,eitem39,eitem40,eitem41,eitem42,erawsc,emcpts,eorpts,escaleds,eperflev,eperf2,ecpi,enumin,eassess,esgp,amendela,malt,mcomplexity,mteststat,mitem1,mitem2,mitem3,mitem4,mitem5,mitem6,mitem7,mitem8,mitem9,mitem10,mitem11,mitem12,mitem13,mitem14,mitem15,mitem16,mitem17,mitem18,mitem19,mitem20,mitem21,mitem22,mitem23,mitem24,mitem25,mitem26,mitem27,mitem28,mitem29,mitem30,mitem31,mitem32,mitem33,mitem34,mitem35,mitem36,mitem37,mitem38,mitem39,mitem40,mitem41,mitem42,mrawsc,mmcpts,morpts,mscaleds,mperflev,mperf2,mcpi,mnumin,massess,msgp,amendmat,salt,scomplexity,steststat,scitry,sitem1,sitem2,sitem3,sitem4,sitem5,sitem6,sitem7,sitem8,sitem9,sitem10,sitem11,sitem12,sitem13,sitem14,sitem15,sitem16,sitem17,sitem18,sitem19,sitem20,sitem21,sitem22,sitem23,sitem24,sitem25,sitem26,sitem27,sitem28,sitem29,sitem30,sitem31,sitem32,sitem33,sitem34,sitem35,sitem36,sitem37,sitem38,sitem39,sitem40,sitem41,sitem42,sitem43,sitem44,sitem45,srawsc,smcpts,sorpts,sscaleds,sperflev,sperf2,scpi,snumin,sassess,amendsci,ela_cd,math_cd,sci_cd,accom_l,accom_c,accom_m,accom_s,accom26l,accom29c,accom30m,datachanged,mcasrowid,grade2010,grade2011,grade2012,escaleds2010,escaleds2011,escaleds2012,mscaleds2010,mscaleds2011,mscaleds2012,esgp2010,esgp2011,esgp2012,msgp2010,msgp2011,msgp2012,summarize
DistrictX,404,MS,2013,569106271,1312495,8,8,Smith,John,A,M,W,6/24/99,5+,9,3,9,0,1,0,0,0,0,0,1,0,267,7,3,20, ,1, , , , , , ,T, , ,B,+,+,C,+,+,+,2,+,+,+,+,+,+,A,+,+,C,3,+,+,-,+,3,+,+,+,+,+,+,+,+,-,+,2,+,+,+,+,+, , ,40,30,10,250,P,P,100,1,1,87, , , ,T,+,+,+,+,+,1,+,C,1,+,1,+,+,B,+,A,1,A,+,3,+,+,+,+,+,+,1,3,+,+,+,+,+,+,+,+,1,0,+,+,-,1,40,27,13,248,P,P,100,1,1,61, , , ,T, ,+,A,+,C,+,+,+,+,4,2,+,C,+,D,+,+,+,+,+,+,D,+,+,+,-,+,+,+,+,+,+,+,+,-,+,+,+,+,-,-,1,3, , , ,39,29,10,242,P,P,100,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,5,6,7,240,240,238,236,248,248,27,23,21,21,70,83,1
DistrictX,404,MS,2013,519098705,1397606,8,8,Smith,John,I,F,H,10/20/98,5+,9,3,9,0,1,1,0,0,0,0,1,0,7,1,4,40, ,1, , , , ,1,EP,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PRG,W,100,1,1, , ,1,EP,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,INP,W,25,1,1, , ,1,EP,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PRG,W,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6, , , , , , , , , , , , , ,1
DistrictX,404,MS,2013,757053821,1465689,8,8,Smith,John,A,M,H,1/28/99,1,1, , ,1,1,1,0,1,1,0,0,0,7, , ,0, ,0, , , , , , ,NTL, , ,+,+,A,B,C,D,A,0,A,C, , ,B,A,D,+,A,C,0,-,+,-,-,0,-,-,-,-,+,-,-,-,-,-, ,+,+,+,-,-, , ,8,8,0, ,LEP, , , ,1, , , , ,NTL,B,C,C,A,+, ,B,A, ,A, ,+,+,A,D, , ,B,D, ,C,-,-,-,-,+, , ,-,-,-,-,-,-,+,-,0, ,-,-,-, ,5,5,0, ,LEP, , , ,1, , , , ,NTL, ,+,A,+,+,+,C,+,+,0, ,+,B,C,D,A,C,B,C,D,C,+,+,+,+,-,-,+,-,+,+,+,+,+,-,+,-,-,-,-,-,0,0, , , ,18,18,0, ,LEP, , , ,1, , , , , , , , , , , ,0,1.31E+14, , , , , , , , , , , , , , , ,1
DistrictX,404,MS,2013,464840852,1294287,8,8,Smith,John,L,F,W,12/11/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,3,+,+,+,+,+,+,+,+,+,B,3,+,+,+,+,3,+,+,+,+,+,-,+,+,+,+,3,+,+,+,+,+, , ,46,34,12,260,A,A,100,1,1,48, , , ,T,+,+,+,D,+,1,+,+,1,+,3,+,+,+,+,A,1,A,+,4,+,+,+,+,-,+,1,3,+,+,-,+,+,+,+,+,1,1,+,+,-,3,45,26,19,258,P,P,100,1,1,87, , , ,T, ,+,+,+,+,+,+,+,+,1,2,C,+,+,D,A,+,+,+,+,D,+,+,+,+,-, ,+,-,+,+,+,+,+,-,+,+,+,+,-,+,1,3, , , ,36,29,7,236,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,256,262,260,248,246,248,61,88,66,83,48,79,1
DistrictX,404,MS,2013,402828253,1192373,8,8,Smith,John,M,M,W,4/30/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,3,+,+,+,+,A,+,C,+,+,+,2,-,-,+,-,2,-,+,+,+,+,+,+,+,+,+,3,+,+,-,+,+, , ,39,29,10,248,P,P,100,1,1,55, , , ,T,+,+,+,C,D,1,+,A,1,+,0,+,+,+,+,A,1,A,+,3,+,+,+,+,+,+,0,1,+,+,-,+,+,+,+,+,1,1,+,+,+,2,37,26,11,242,P,P,100,1,1,26, , , ,T, ,+,A,+,+,+,C,+,+,4,3,+,+,+,B,+,+,+,+,B,+,+,+,+,+,-,-,+,-,+,+,+,-,+,-,+,+,-,-,-,+,2,2, , , ,37,26,11,238,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,246,248,242,264,250,242,44,56,10,90,11,13,1
DistrictX,404,MS,2013,688567882,1193622,8,8,Smith,John,A,M,W,9/6/99,3,3,3,3,0,1,1,0,0,0,0,1,0,267,7,1,10, ,1, , , , , , ,T, , ,B,D,+,A,+,B,+,2,+,+,C,B,B,+,+,A,+,B,1,-,+,-,-,2,-,+,+,+,-,+,+,+,+,+,3,+,+,-,+,+, , ,29,21,8,234,NI,NI,75,1,1,11, , , ,T,B,+,+,A,C,1,A,B,0,+,0,+,+,+,C,+,1,+,+,4,+,-,+,-,+,+,0,0,-,+,-,+,+,+,+,+,1,1,+,-,-,1,29,20,9,228,NI,NI,50,1,1,66, , , ,T, ,+,+,+,+,B,A,+,+,3,2,+,A,+,D,+,+,+,C,+,D,D,+,-,+,-,+,+,-,+,+,+,-,+,-,+,+,-,+,+,-,3,3, , , ,35,24,11,236,NI,NI,75,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14, ,6,7, ,244,236, ,234,220, , ,12, , ,13,1
DistrictX,404,MS,2013,654248530,1024659,8,8,Smith,John,I,F,H,8/4/98,5+,9,3,9,0,1,0,0,0,0,0,1,0,7,1,4,40, ,1, , , , ,1,EP,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PRG,W,100,1,1, , ,1,EP,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PRG,W,100,1,1, , ,1,EP,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EMG,W,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6, , , , , , , , , , , , , ,1
DistrictX,404,MS,2013,605691842,1887849,8,8,Smith,John,M,F,H,5/6/99,5+,6,3,6,1,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T, , ,+,+,D,A,+,+,+,3,+,D,B,+,+,+,+,+,C,+,3,+,+,+,+,3,-,-,+,+,+,+,+,+,-,+,4,+,-,+,+,-, , ,39,26,13,248,P,P,100,1,1,96, , , ,T,+,C,B,C,+,1,+,+,1,+,3,B,+,+,+,B,1,A,+,3,+,+,+,+,-,+,1,1,-,+,+,+,+,+,+,+,0,1,+,+,+,4,40,24,16,248,P,P,100,1,1,97, , , ,T, ,+,C,+,+,B,C,C,+,2,1,+,+,C,D,+,+,+,+,C,+,+,+,+,+,-,+,+,+,+,+,+,-,+,-,+,+,-,-,-,+,0,3, , , ,31,25,6,228,NI,NI,50,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,240,234,228,242,226,224,97,51,22,97,24,39,1
DistrictX,404,MS,2013,551773509,1968497,8,8,Smith,John,M,F,W,10/23/98,5+,9,3,9,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,D,+,+,+,A,2,+,D,+,D,+,+,+,+,A,B,4,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,-,-, , ,40,28,12,250,P,P,100,1,1,95, , , ,T,+,+,A,C,+,1,A,B,1,C,0,+,+,B,+,A,1,A,+,2,A,+,+,+,-,+,1,1,+,+,+,+,-,-,+,+,0,0,+,-,-,1,26,18,8,220,NI,NI,50,1,1,13, , , ,T, ,C,A,B,B,+,+,+,B,2,2,+,+,+,+,+,C,+,A,C,A,+,+,-,-,-,-,+,+,-,+,+,+,+,-,+,+,+,+,-,-,0,4, , , ,29,21,8,226,NI,NI,50,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,230,248,226,228,248,230,16,94,1,29,88,24,1
DistrictX,404,MS,2013,455499569,1691425,8,8,Smith,John,M,M,W,1/9/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,C,+,+,+,3,+,+,+,+,+,+,+,+,+,B,2,+,+,+,+,3,-,+,+,+,+,+,+,+,-,+,3,+,+,+,+,+, , ,43,32,11,254,P,P,100,1,1,88, , , ,T,+,+,+,+,+,0,+,B,1,+,4,+,+,+,+,+,0,+,+,3,+,+,+,+,+,+,1,4,+,+,-,+,+,+,+,+,1,1,+,-,-,2,45,28,17,258,P,P,100,1,1,55, , , ,T, ,+,+,+,+,+,+,+,+,4,3,+,+,+,+,+,+,+,+,C,A,+,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,3,3, , , ,47,34,13,254,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,242,246,244,262,258,254,70,68,48,69,25,45,1
DistrictX,404,MS,2013,612030276,1547574,8,8,Smith,John,K,F,B,1/10/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,A,B,+,C,+,A,D,3,A,+,+,A,+,+,+,+,+,+,3,-,-,-,+,3,+,+,+,-,-,-,+,-,-,-,3,+,+,-,+,+, , ,31,19,12,238,NI,NI,75,1,1,1, , , ,T,+,B,B,A,+,1,B,A,0,D,1,+,B,B,+,A,1,+,D,1,+,+,-,+,-,+,1,3,-,-,+,-,-,-,+,+,0,1,-,+,-,1,23,13,10,218,W,W,25,1,1,12, , , ,T, ,+,C,+,B,+,+,B,B,2,1,+,+,+,D,D,+,+,+,C,D,A,+,+,+,-,+,+,-,-,+,+,+,+,-,+,-,-,+,+,-,0,2, , , ,27,22,5,222,NI,NI,50,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,248,252,258,222,220,234,92,88,94,65,42,91,1
DistrictX,404,MS,2013,773471818,1048335,8,8,Smith,John,P,M,W,2/8/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,4,+,+,+,+,+,+,+,+,A,+,3,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,-,+, , ,47,34,13,262,A,A,100,1,1,83, , , ,T,+,+,+,+,+,1,+,+,1,C,2,+,+,+,+,+,1,+,+,3,+,+,+,+,-,+,0,4,+,+,-,+,+,+,+,+,1,1,+,+,+,4,47,29,18,262,A,A,100,1,1,69, , , ,T, ,+,+,+,+,+,+,+,+,4,4,+,+,+,D,+,+,+,+,D,D,+,+,+,+,-,-,+,+,+,+,+,+,+,-,+,+,+,+,+,-,2,3, , , ,44,31,13,248,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,264,248,256,254,260,260,57,2,42,18,49,65,1
DistrictX,404,MS,2013,666955300,1549856,8,8,Smith,John,K,M,W,12/22/98,5+,9,1,1,1,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,B,+,+,+,2,A,+,+,+,+,+,+,+,C,+,2,+,+,+,-,3,-,+,+,-,+,-,+,-,-,+,3,+,+,+,-,+, , ,36,26,10,244,P,P,100,1,1,44, , , ,T,+,C,A,C,+,1,B,C,0,+,1,+,+,+,+,A,1,+,D,4,B,+,-,-,+,+,0,1,-,-,+,+,+,-,+,+,0,0,+,+,+,1,28,19,9,224,NI,NI,50,1,1,32, , , ,T, ,C,+,+,+,+,A,+,+,3,2,+,+,+,+,A,C,+,+,C,D,C,+,+,+,+,-,+,+,+,+,+,+,+,-,+,+,+,+,+,-,1,1, , , ,35,28,7,236,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,238,242,242,248,232,224,56,53,46,89,12,22,1
DistrictX,404,MS,2013,459219117,1233696,8,8,Smith,John, ,M,B,12/27/99,4,4,3,4,1,1,1,0,1,1,0,1,0,225,8,3,20, ,1, , , ,1, , ,T, , ,B,+,D,C,+,+,A,1,D,D,C,B,A,+,C,A,C,+,2,-,-,-,+,2,-,-,+,+,-,-,-,-,+,+,1,+,-,-,-,-, , ,17,11,6,216,W,W,25,1,1,63, , , ,T,B,B,A,A,+,0,B,B,1,C,0,C,+,B,+,+,0,D,A,0,C,-,-,+,-,+,0,1,+,-,-,-,-,-,-,+,0,0,-,-,+,0,11,9,2,212,W,W,25,1,1,56, , , ,T, ,A,+,C,C,C,C,B,A,1,0,D,+,+,D,+,D,+,D,B,A,A,B,+,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,0,0, , , ,11,10,1,210,W,W,25,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,5,6,7,208,214,210,206,206,206, ,43,12, ,8,25,1
DistrictX,404,MS,2013,481863595,1830539,8,8,Smith,John,K,F,W,5/5/99,5+,7,3,7,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,NTA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ABS, , , ,0, , , , ,T,+,+,A,D,C,1,+,A,0,+,1,+,+,+,+,+,0,+,A,4,+,+,+,+,-,+,1,3,+,-,-,-,-,-,+,+,0,0,-,+,-,3,32,19,13,234,NI,NI,75,1,1,8, , , ,T, ,C,+,B,+,C,A,B,A,1,1,+,C,+,D,+,D,+,+,+,+,D,+,-,+,-,+,+,-,-,+,+,+,+,-,+,+,+,+,-,+,0,0, , , ,24,22,2,220,NI,NI,50,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,264,250,268,248,254,246,90,17,96,13,52,26,1
DistrictX,404,MS,2013,471911423,1047845,8,8,Smith,John,M,F,W,4/22/99,5+,9,3,9,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,C,+,+,+,+,+,4,+,+,+,+,+,+,+,A,A,+,3,+,-,-,+,4,-,+,+,+,+,+,+,+,+,+,4,+,-,+,+,+, , ,44,29,15,256,P,P,100,1,1,65, , , ,T,+,+,A,+,+,1,B,+,1,+,3,+,+,B,+,A,1,B,+,3,+,+,+,+,-,+,1,4,+,+,+,+,+,-,+,+,1,1,+,+,-,4,44,24,20,256,P,P,100,1,1,90, , , ,T, ,+,A,B,+,+,+,+,+,3,1,+,+,+,D,+,+,+,D,C,+,C,+,+,+,+,-,+,+,+,+,+,+,+,-,+,+,+,+,+,+,1,4, , , ,39,30,9,242,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,252,258,248,246,248,244,84,86,23,76,58,56,1
DistrictX,404,MS,2013,625913134,1244237,8,8,Smith,John,S,F,B,8/17/99,5+,9,3,9,0,0,0,0,0,0,0,0,0,267,8,1,1, ,1, , , , , , ,T, , ,+,+,+,+,+,D,A,2,+,+,+,+,+,+,+,+,B,+,4,+,-,-,+,3,+,+,+,+,+,-,+,+,-,+,3,+,-,+,+,+, , ,40,28,12,250,P,P,100,1,1,69, , , ,T,+,+,+,D,+,1,C,B,1,A,1,+,+,+,+,+,1,B,+,4,+,+,+,+,-,-,1,3,+,+,+,+,+,+,+,+,0,1,+,+,+,3,41,25,16,250,P,P,100,1,1,99, , , ,T, ,+,+,C,+,+,+,+,+,2,0,+,C,B,+,+,+,+,+,+,D,+,+,+,+,+,-,+,-,+,+,+,+,+,+,+,+,+,+,+,+,2,3, , , ,39,32,7,242,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,238,230,250,218,228,220,23,5,96,57,88,35,1
DistrictX,404,MS,2013,617607913,1880827,8,8,Smith,John,M,M,W,11/20/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,D,B,+,+,+,1,+,D,B,+,+,+,+,A,C,+,3,+,+,+,+,2,-,+,+,-,+,-,-,+,-,-,2,+,-,+,-,-, , ,29,21,8,234,NI,NI,75,1,1,56, , , ,T,B,+,+,D,+,1,+,A,1,C,1,+,+,+,+,A,1,A,A,2,+,+,+,+,+,+,1,0,-,-,-,+,+,+,+,+,0,0,+,+,-,1,29,21,8,228,NI,NI,50,1,1,70, , , ,T, ,+,+,+,B,A,A,C,+,3,2,+,+,+,D,+,+,+,A,D,+,+,+,-,+,+,+,+,-,-,+,+,-,+,-,+,+,+,+,+,+,0,2, , , ,33,26,7,232,NI,NI,75,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,232,230,222,234,232,218,11,12,7,50,31,8,1
DistrictX,404,MS,2013,547343940,1790781,8,8,Smith,John,D,F,W,8/18/99,3,3,3,3,0,0,0,0,0,0,0,0,1,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,3,+,+,+,+,+,+,+,+,B,+,2,+,-,+,+,3,+,+,+,+,+,+,+,+,+,+,4,+,+,+,+,+, , ,46,34,12,260,A,A,100,1,1,83, , , ,T,+,+,+,A,+,1,+,+,1,+,1,+,+,+,+,+,1,A,+,3,+,+,+,+,+,+,1,1,+,+,+,+,+,+,+,+,1,1,+,+,+,3,44,30,14,256,P,P,100,1,1,89, , , ,T, ,+,+,+,+,B,+,C,+,4,1,+,+,+,D,+,+,+,A,+,+,+,+,+,+,+,-,+,+,+,+,+,+,+,-,+,+,+,+,+,-,1,3, , , ,40,31,9,242,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14, ,6,7, ,258,250, ,248,244, , ,20, , ,45,1
DistrictX,404,MS,2013,732840634,1123207,8,8,Smith,John,N,F,W,6/30/98,5+,9,3,9,0,1,0,0,0,0,0,1,0,140,3,2,20, ,1, , , , , , ,T, , ,B,B,A,B,+,+,D,3,A,+,C,D,+,+,A,+,A,B,1,-,-,+,-,2,-,+,+,+,+,+,+,-,+,+,3,+,-,-,-,-, , ,25,16,9,226,NI,NI,50,1,1,59, , , ,T,+,D,A,C,+, ,C,B,1,C,1,+,A,D,C,+,0,A,+,1,C,-,+,-,-,-,0,1,-,+,-,-,+,+,-,+,0,0,-,-,-,1,15,10,5,214,W,W,25,1,1,14, , , ,T, ,+,+,+,A,C,+,D,D,2,0,C,C,A,D,B,C,+,A,B,A,+,+,-,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,-,-,0,2, , , ,16,12,4,214,W,W,25,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,5,6,7,234,214,218,216,218,218,68,1,24,9,49,33,1
DistrictX,404,MS,2013,616505415,1074075,8,8,Smith,John,J,F,W,11/19/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,4,+,+,+,+,+,+,+,+,+,+,4,+,+,+,+,4,+,+,+,+,+,-,+,+,+,+,4,+,+,+,-,-, , ,49,33,16,268,A,A,100,1,1,98, , , ,T,+,+,+,A,+,1,C,+,1,C,2,B,+,+,+,+,1,A,+,4,+,+,-,+,-,+,1,4,+,+,+,+,+,+,+,+,1,1,+,+,+,4,45,25,20,258,P,P,100,1,1,69, , , ,T, ,+,+,+,+,+,C,C,+,4,2,+,+,+,A,+,+,+,D,+,+,+,+,+,+,-,+,+,+,+,+,+,+,+,-,+,+,+,-,+,+,0,3, , , ,40,31,9,242,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,236,252,256,248,262,250,3,83,77,47,93,35,1
DistrictX,404,MS,2013,701773479,1513443,8,8,Smith,John,C,F,W,10/29/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,B,+,D,C,A,D,+,3,+,+,+,+,+,+,+,+,+,+,4,+,+,+,+,3,+,+,+,+,+,+,+,+,-,+,4,+,-,+,-,+, , ,42,28,14,252,P,P,100,1,1,27, , , ,T,+,+,+,A,+,1,C,+,1,+,1,+,+,+,+,+,1,B,+,4,+,+,+,+,-,+,1,4,+,+,+,+,+,+,+,+,1,1,+,-,+,3,45,27,18,258,P,P,100,1,1,97, , , ,T, ,+,+,+,+,+,+,+,+,2,2,B,+,+,+,+,+,+,+,B,+,+,+,+,+,-,+,+,+,-,+,+,+,+,-,+,+,-,+,-,+,2,3, , , ,40,31,9,242,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,262,254,252,250,248,236,56,26,22,26,23,13,1
DistrictX,404,MS,2013,545731527,1517174,8,8,Smith,John,J,F,W,12/10/98,5+,9,3,9,0,1,0,0,0,0,0,1,0,267,8,3,20, ,1, , , , , , ,T, , ,A,+,+,+,+,+,+,1,C,C,A,D,A,D,+,A,A,C,2,+,-,-,-,3,+,+,+,-,+,+,-,-,-,-,2,-,-,+,-,-, , ,22,14,8,220,NI,NI,50,1,1,74, , , ,T,D,+,A,C,+,1,C,B,0,+,1,+,+,B,+,B,0,A,C,2,B,+,-,+,-,-,1,1,-,+,+,-,-,-,+,+,0,0,+,-,+,1,21,14,7,218,W,W,25,1,1,97, , , ,T, ,+,+,+,A,C,A,C,+,1,0,D,+,+,D,B,C,+,+,C,C,+,+,-,+,-,-,+,-,-,-,+,+,+,-,+,+,-,-,+,-,1,0, , , ,20,18,2,218,W,W,25,1,1, , , , ,1, ,1,1, , , ,0,1.31E+14,5,6,7,218,208,216,212,212,206,1,1,15,1,6,2,1
DistrictX,404,MS,2013,447604736,1648958,8,8,Smith,John,D,M,W,5/28/98,5+,9,3,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,B,+,+,+,+,+,+,3,+,D,+,+,+,+,+,+,A,+,4,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,4,+,+,-,+,+, , ,46,32,14,260,A,A,100,1,1,68, , , ,T,+,+,+,A,+,1,+,A,1,+,2,+,+,+,+,+,1,+,+,4,+,+,+,+,+,+,1,3,+,+,+,+,+,+,+,+,1,1,+,+,+,4,49,30,19,266,A,A,100,1,1,68, , , ,T, ,+,+,+,+,+,+,C,+,3,2,+,+,+,D,+,+,+,A,D,+,A,+,+,+,-,-,+,-,+,+,+,+,+,-,+,+,+,+,-,+,2,4, , , ,39,28,11,242,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,262,254,256,264,262,262,80,41,49,91,58,60,1
DistrictX,404,MS,2013,530328313,1738622,8,8,Smith,John,M,F,M,1/12/99,5+,7,3,7,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,4,+,+,+,+,+,+,+,+,+,+,3,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,-,+, , ,48,35,13,266,A,A,100,1,1,91, , , ,T,+,+,+,+,+,1,+,A,1,+,3,+,+,+,+,+,1,+,+,4,+,+,-,+,-,+,1,3,+,+,+,+,+,+,+,+,0,1,+,+,+,1,45,29,16,258,P,P,100,1,1,76, , , ,T, ,+,+,+,+,+,+,C,+,2,4,B,+,+,+,+,+,+,A,+,+,+,+,+,+,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,1,4, , , ,44,33,11,248,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,252,260,252,254,262,246,37,76,28,40,72,16,1
DistrictX,404,MS,2013,409390381,1572447,8,8,Smith,John,N,F,W,8/16/99,5+,9,3,9,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,4,+,+,+,A,+,+,+,+,+,B,3,+,+,+,+,4,-,+,+,+,+,-,+,+,+,+,3,+,+,+,-,+, , ,45,31,14,258,P,P,100,1,1,74, , , ,T,+,+,+,+,+,1,B,+,1,+,2,+,+,+,+,+,1,+,+,4,+,+,+,+,-,+,1,0,+,+,-,+,+,-,+,+,1,1,+,+,+,4,44,28,16,256,P,P,100,1,1,73, , , ,T, ,+,+,C,C,+,+,+,+,2,2,B,+,B,B,+,+,+,+,D,D,C,+,+,+,+,+,-,+,-,+,+,+,+,-,-,+,-,+,+,-,1,1, , , ,30,24,6,228,NI,NI,50,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,246,248,256,250,248,252,44,46,91,50,32,81,1
DistrictX,404,MS,2013,481267602,1302349,8,8,Smith,John,T,M,A,12/17/98,5+,9,3,9,1,1,1,0,0,0,0,0,0,2, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,3,A,+,+,+,+,+,+,+,+,+,3,+,+,+,+,3,+,+,+,+,+,+,+,+,-,+,2,+,+,+,+,-, , ,44,33,11,256,P,P,100,1,1,50, , , ,T,+,+,+,+,+,1,+,+,1,+,3,+,+,+,+,+,1,+,+,4,+,+,-,+,-,+,1,4,+,+,-,+,+,+,+,+,1,1,+,+,+,4,50,29,21,268,A,A,100,1,1,62, , , ,T, ,+,+,+,+,+,+,C,+,4,3,+,+,+,D,+,+,+,D,C,+,+,+,+,+,+,+,+,+,+,+,+,-,+,-,+,+,+,+,+,+,1,3, , , ,43,32,11,246,P,P,100,1,1, , , , , , , , , , , ,0,1.31E+14,5,6,7,262,248,256,264,260,270,90,13,82,87,32,93,1
